[2023-04-01 06:57:40,314]^;INFO^;69^;json_producer.py^;product_data_using_file()^;Topic: kafka-sensor-topic file_path:sample_data\kafka-sensor-topic\aps_failure_training_set1.csv
[2023-04-01 06:57:40,405]^;INFO^;84^;json_producer.py^;product_data_using_file()^;Topic: kafka-sensor-topic file_path:{'class': 'pos', 'aa_000': '153204', 'ab_000': '0', 'ac_000': '182', 'ad_000': 'na', 'ae_000': '0', 'af_000': '0', 'ag_000': '0', 'ag_001': '0', 'ag_002': '0', 'ag_003': '11804', 'ag_004': '684444', 'ag_005': '326536', 'ag_006': '31586', 'ag_007': '0', 'ag_008': '0', 'ag_009': '0', 'ah_000': '2658638', 'ai_000': '14346', 'aj_000': '0', 'ak_000': '0', 'al_000': '29384', 'am_0': '46356', 'an_000': '5566182', 'ao_000': '4426834', 'ap_000': '1571480', 'aq_000': '1120644', 'ar_000': '2', 'as_000': '0', 'at_000': '0', 'au_000': '0', 'av_000': '1368', 'ax_000': '862', 'ay_000': '0', 'ay_001': '0', 'ay_002': '0', 'ay_003': '0', 'ay_004': '0', 'ay_005': '0', 'ay_006': '0', 'ay_007': '94188', 'ay_008': '960182', 'ay_009': '0', 'az_000': '250', 'az_001': '16', 'az_002': '32', 'az_003': '146', 'az_004': '126', 'az_005': '951126', 'az_006': '91162', 'az_007': '11512', 'az_008': '0', 'az_009': '0', 'ba_000': '702994', 'ba_001': '186172', 'ba_002': '69282', 'ba_003': '36640', 'ba_004': '20698', 'ba_005': '17720', 'ba_006': '18586', 'ba_007': '2278', 'ba_008': '0', 'ba_009': '0', 'bb_000': '7167172', 'bc_000': '692', 'bd_000': '152', 'be_000': '1690', 'bf_000': '294', 'bg_000': '2658638', 'bh_000': '126990', 'bi_000': '355360', 'bj_000': '1215418', 'bk_000': '263620', 'bl_000': '263960', 'bm_000': '253220', 'bn_000': '260500', 'bo_000': '270840', 'bp_000': 'na', 'bq_000': 'na', 'br_000': 'na', 'bs_000': '255200', 'bt_000': '153203.49', 'bu_000': '7167172', 'bv_000': '7167172', 'bx_000': '1065896', 'by_000': '2169', 'bz_000': '415352', 'ca_000': '108024', 'cb_000': '1114900', 'cc_000': '6785612', 'cd_000': '1209600', 'ce_000': '0', 'cf_000': 'na', 'cg_000': 'na', 'ch_000': 'na', 'ci_000': '14779408.32', 'cj_000': '5602235.52', 'ck_000': '6587273.28', 'cl_000': '0', 'cm_000': '8', 'cn_000': '0', 'cn_001': '0', 'cn_002': '32854', 'cn_003': '113024', 'cn_004': '413450', 'cn_005': '341800', 'cn_006': '110462', 'cn_007': '40426', 'cn_008': '2354', 'cn_009': '0', 'co_000': 'na', 'cp_000': '0', 'cq_000': '7167172', 'cr_000': '0', 'cs_000': '556', 'cs_001': '62', 'cs_002': '11606', 'cs_003': '370336', 'cs_004': '119892', 'cs_005': '399936', 'cs_006': '149156', 'cs_007': '2826', 'cs_008': '0', 'cs_009': '0', 'ct_000': 'na', 'cu_000': 'na', 'cv_000': 'na', 'cx_000': 'na', 'cy_000': 'na', 'cz_000': 'na', 'da_000': 'na', 'db_000': 'na', 'dc_000': 'na', 'dd_000': '16910', 'de_000': '218', 'df_000': '0', 'dg_000': '0', 'dh_000': '55760', 'di_000': '1433920', 'dj_000': '0', 'dk_000': '0', 'dl_000': '0', 'dm_000': '0', 'dn_000': '51558', 'do_000': '0', 'dp_000': '0', 'dq_000': '0', 'dr_000': '0', 'ds_000': '0', 'dt_000': '0', 'du_000': '0', 'dv_000': '0', 'dx_000': '0', 'dy_000': '0', 'dz_000': '0', 'ea_000': '0', 'eb_000': '0', 'ec_00': '1.9', 'ed_000': '166', 'ee_000': '512878', 'ee_001': '293880', 'ee_002': '129862', 'ee_003': '26872', 'ee_004': '34044', 'ee_005': '22472', 'ee_006': '34362', 'ee_007': '0', 'ee_008': '0', 'ee_009': '0', 'ef_000': '0', 'eg_000': '0'}
[2023-04-01 06:57:43,543]^;INFO^;64^;json_producer.py^;delivery_report()^;User record b'859b1b01-bdda-411f-9d69-cf02b74da320' successfully produced to kafka-sensor-topic [0] at offset 0
[2023-04-01 06:57:43,548]^;INFO^;84^;json_producer.py^;product_data_using_file()^;Topic: kafka-sensor-topic file_path:{'class': 'pos', 'aa_000': '453236', 'ab_000': 'na', 'ac_000': '2926', 'ad_000': 'na', 'ae_000': '0', 'af_000': '0', 'ag_000': '0', 'ag_001': '0', 'ag_002': '222', 'ag_003': '323436', 'ag_004': '2999280', 'ag_005': '20657518', 'ag_006': '12530224', 'ag_007': '913700', 'ag_008': '12670', 'ag_009': '0', 'ah_000': '18489312', 'ai_000': '19038', 'aj_000': '0', 'ak_000': 'na', 'al_000': '117902', 'am_0': '203782', 'an_000': '32633282', 'ao_000': '28658284', 'ap_000': '5348896', 'aq_000': '3667892', 'ar_000': '0', 'as_000': '0', 'at_000': '0', 'au_000': '0', 'av_000': '24514', 'ax_000': '1858', 'ay_000': '2273870', 'ay_001': '2608460', 'ay_002': '1424956', 'ay_003': '1607946', 'ay_004': '1409344', 'ay_005': '2051868', 'ay_006': '2227058', 'ay_007': '8113476', 'ay_008': '15720072', 'ay_009': '0', 'az_000': '28828', 'az_001': '33264', 'az_002': '47402', 'az_003': '627172', 'az_004': '26128758', 'az_005': '10570790', 'az_006': '804', 'az_007': '22', 'az_008': '8', 'az_009': '2', 'ba_000': '12630142', 'ba_001': '9040546', 'ba_002': '7110184', 'ba_003': '4970218', 'ba_004': '2616558', 'ba_005': '886208', 'ba_006': '160242', 'ba_007': '22100', 'ba_008': '842', 'ba_009': '10', 'bb_000': '38100406', 'bc_000': '632', 'bd_000': '1686', 'be_000': '2018', 'bf_000': '684', 'bg_000': '18489312', 'bh_000': '447850', 'bi_000': '2507262', 'bj_000': '2827898', 'bk_000': '366980', 'bl_000': '314860', 'bm_000': '176220', 'bn_000': '232680', 'bo_000': '162300', 'bp_000': '189300', 'bq_000': '187600', 'br_000': '189400', 'bs_000': '190440', 'bt_000': '453236.92', 'bu_000': '38100374', 'bv_000': '38100374', 'bx_000': '37843756', 'by_000': '189372', 'bz_000': '8436120', 'ca_000': 'na', 'cb_000': '565520', 'cc_000': '37437050', 'cd_000': '1209600', 'ce_000': '0', 'cf_000': 'na', 'cg_000': 'na', 'ch_000': 'na', 'ci_000': '33480473.28', 'cj_000': '0.0', 'ck_000': '3935856.96', 'cl_000': 'na', 'cm_000': 'na', 'cn_000': '0', 'cn_001': '24598', 'cn_002': '523608', 'cn_003': '11350372', 'cn_004': '19808010', 'cn_005': '5225236', 'cn_006': '439104', 'cn_007': '59042', 'cn_008': '6950', 'cn_009': '130', 'co_000': 'na', 'cp_000': '42', 'cq_000': '38100374', 'cr_000': 'na', 'cs_000': '16738', 'cs_001': '3392', 'cs_002': '1441482', 'cs_003': '1867216', 'cs_004': '1513156', 'cs_005': '21289878', 'cs_006': '11184234', 'cs_007': '120904', 'cs_008': '50', 'cs_009': '0', 'ct_000': 'na', 'cu_000': 'na', 'cv_000': 'na', 'cx_000': 'na', 'cy_000': 'na', 'cz_000': 'na', 'da_000': 'na', 'db_000': 'na', 'dc_000': 'na', 'dd_000': '18132', 'de_000': '2442', 'df_000': '0', 'dg_000': '0', 'dh_000': '0', 'di_000': '0', 'dj_000': '0', 'dk_000': '0', 'dl_000': '0', 'dm_000': '0', 'dn_000': '260830', 'do_000': '169964', 'dp_000': '26740', 'dq_000': '73289586', 'dr_000': '16623244', 'ds_000': '1056682', 'dt_000': '155406', 'du_000': '93686740', 'dv_000': '28423762', 'dx_000': '7966', 'dy_000': '382610', 'dz_000': '0', 'ea_000': '0', 'eb_000': '432739640', 'ec_00': 'na', 'ed_000': 'na', 'ee_000': '4079752', 'ee_001': '13176956', 'ee_002': '7908038', 'ee_003': '3026002', 'ee_004': '5025350', 'ee_005': '2025766', 'ee_006': '1160638', 'ee_007': '533834', 'ee_008': '493800', 'ee_009': '6914', 'ef_000': '0', 'eg_000': '0'}
[2023-04-01 06:57:44,942]^;INFO^;64^;json_producer.py^;delivery_report()^;User record b'd455f87a-1141-4304-b3e8-95250ac9717a' successfully produced to kafka-sensor-topic [4] at offset 0
[2023-04-01 06:57:44,957]^;INFO^;84^;json_producer.py^;product_data_using_file()^;Topic: kafka-sensor-topic file_path:{'class': 'pos', 'aa_000': '72504', 'ab_000': 'na', 'ac_000': '1594', 'ad_000': '1052', 'ae_000': '0', 'af_000': '0', 'ag_000': '0', 'ag_001': '244', 'ag_002': '178226', 'ag_003': '1249396', 'ag_004': '3813464', 'ag_005': '4876588', 'ag_006': '1202196', 'ag_007': '80186', 'ag_008': '5892', 'ag_009': '1154', 'ah_000': 'na', 'ai_000': 'na', 'aj_000': 'na', 'ak_000': 'na', 'al_000': 'na', 'am_0': 'na', 'an_000': 'na', 'ao_000': 'na', 'ap_000': 'na', 'aq_000': 'na', 'ar_000': '0', 'as_000': 'na', 'at_000': 'na', 'au_000': 'na', 'av_000': '6488', 'ax_000': '1414', 'ay_000': '0', 'ay_001': '0', 'ay_002': '0', 'ay_003': '0', 'ay_004': '0', 'ay_005': '0', 'ay_006': '605072', 'ay_007': '8238656', 'ay_008': '2563618', 'ay_009': '0', 'az_000': '8592', 'az_001': '7120', 'az_002': '15282', 'az_003': '23666', 'az_004': '1102276', 'az_005': '10250396', 'az_006': '14', 'az_007': '0', 'az_008': '0', 'az_009': '0', 'ba_000': '7118800', 'ba_001': '2398182', 'ba_002': '787330', 'ba_003': '396066', 'ba_004': '243178', 'ba_005': '157416', 'ba_006': '110850', 'ba_007': '103378', 'ba_008': '72600', 'ba_009': '19546', 'bb_000': 'na', 'bc_000': '366', 'bd_000': '234', 'be_000': '90', 'bf_000': '4', 'bg_000': 'na', 'bh_000': 'na', 'bi_000': 'na', 'bj_000': 'na', 'bk_000': 'na', 'bl_000': 'na', 'bm_000': 'na', 'bn_000': 'na', 'bo_000': 'na', 'bp_000': 'na', 'bq_000': 'na', 'br_000': 'na', 'bs_000': 'na', 'bt_000': '72504.05', 'bu_000': 'na', 'bv_000': 'na', 'bx_000': '11636426', 'by_000': '35035', 'bz_000': '1402', 'ca_000': 'na', 'cb_000': 'na', 'cc_000': '11407346', 'cd_000': 'na', 'ce_000': '290216', 'cf_000': '0', 'cg_000': '1180', 'ch_000': '0', 'ci_000': '5581807.68', 'cj_000': '0.0', 'ck_000': '5817712.32', 'cl_000': '150', 'cm_000': '780', 'cn_000': '27232', 'cn_001': '622982', 'cn_002': '2436254', 'cn_003': '5437272', 'cn_004': '2478172', 'cn_005': '372132', 'cn_006': '28154', 'cn_007': '4912', 'cn_008': '236', 'cn_009': '0', 'co_000': '8', 'cp_000': '16', 'cq_000': 'na', 'cr_000': 'na', 'cs_000': '6672', 'cs_001': '1154', 'cs_002': '2769170', 'cs_003': '2753324', 'cs_004': '3317804', 'cs_005': '2547452', 'cs_006': '11770', 'cs_007': '0', 'cs_008': '0', 'cs_009': '0', 'ct_000': '2210', 'cu_000': '3508', 'cv_000': '5359592', 'cx_000': '113530', 'cy_000': '0', 'cz_000': '6', 'da_000': '0', 'db_000': '0', 'dc_000': '5805990', 'dd_000': '14806', 'de_000': '4982', 'df_000': '0', 'dg_000': '0', 'dh_000': '0', 'di_000': '0', 'dj_000': '0', 'dk_000': '0', 'dl_000': '0', 'dm_000': '0', 'dn_000': 'na', 'do_000': '42400', 'dp_000': '7362', 'dq_000': '0', 'dr_000': '0', 'ds_000': '339296', 'dt_000': '53004', 'du_000': '88760', 'dv_000': '10772', 'dx_000': '0', 'dy_000': '0', 'dz_000': '0', 'ea_000': '0', 'eb_000': '1550150', 'ec_00': '2365.36', 'ed_000': '2720', 'ee_000': '5935440', 'ee_001': '2161030', 'ee_002': '1432098', 'ee_003': '372252', 'ee_004': '527514', 'ee_005': '358274', 'ee_006': '332818', 'ee_007': '284178', 'ee_008': '3742', 'ee_009': '0', 'ef_000': '0', 'eg_000': '0'}
[2023-04-01 06:57:46,038]^;INFO^;64^;json_producer.py^;delivery_report()^;User record b'1f4eb0ff-f39d-434c-852f-8df7ea816690' successfully produced to kafka-sensor-topic [1] at offset 0
[2023-04-01 06:57:46,055]^;INFO^;84^;json_producer.py^;product_data_using_file()^;Topic: kafka-sensor-topic file_path:{'class': 'pos', 'aa_000': '762958', 'ab_000': 'na', 'ac_000': 'na', 'ad_000': 'na', 'ae_000': 'na', 'af_000': 'na', 'ag_000': '776', 'ag_001': '281128', 'ag_002': '2186308', 'ag_003': '8123016', 'ag_004': '18022646', 'ag_005': '17301098', 'ag_006': '6753568', 'ag_007': '649400', 'ag_008': '33662', 'ag_009': '0', 'ah_000': '14649948', 'ai_000': '0', 'aj_000': '0', 'ak_000': 'na', 'al_000': '5043850', 'am_0': '7995294', 'an_000': '30556606', 'ao_000': '30750228', 'ap_000': '11311258', 'aq_000': '4023056', 'ar_000': 'na', 'as_000': '0', 'at_000': '0', 'au_000': '0', 'av_000': 'na', 'ax_000': 'na', 'ay_000': 'na', 'ay_001': 'na', 'ay_002': 'na', 'ay_003': 'na', 'ay_004': 'na', 'ay_005': 'na', 'ay_006': 'na', 'ay_007': 'na', 'ay_008': 'na', 'ay_009': 'na', 'az_000': 'na', 'az_001': 'na', 'az_002': 'na', 'az_003': 'na', 'az_004': 'na', 'az_005': 'na', 'az_006': 'na', 'az_007': 'na', 'az_008': 'na', 'az_009': 'na', 'ba_000': '13248978', 'ba_001': '22775258', 'ba_002': '9051478', 'ba_003': '3522892', 'ba_004': '1865404', 'ba_005': '1339114', 'ba_006': '808046', 'ba_007': '603756', 'ba_008': '121146', 'ba_009': '15530', 'bb_000': '46928678', 'bc_000': 'na', 'bd_000': 'na', 'be_000': 'na', 'bf_000': 'na', 'bg_000': '14649948', 'bh_000': '625808', 'bi_000': '4416756', 'bj_000': '6867730', 'bk_000': '360880', 'bl_000': '360780', 'bm_000': '362340', 'bn_000': '312140', 'bo_000': '332700', 'bp_000': '301160', 'bq_000': '357580', 'br_000': '399320', 'bs_000': '231440', 'bt_000': '762958.1', 'bu_000': '46928678', 'bv_000': '46928678', 'bx_000': '58063226', 'by_000': '264513', 'bz_000': 'na', 'ca_000': 'na', 'cb_000': '809460', 'cc_000': '53351602', 'cd_000': '1209600', 'ce_000': 'na', 'cf_000': 'na', 'cg_000': 'na', 'ch_000': 'na', 'ci_000': '39460076.16', 'cj_000': '0.0', 'ck_000': '6396803.52', 'cl_000': 'na', 'cm_000': 'na', 'cn_000': '598472', 'cn_001': '3427866', 'cn_002': '13985542', 'cn_003': '19947034', 'cn_004': '11835244', 'cn_005': '3217070', 'cn_006': '305942', 'cn_007': '32080', 'cn_008': '2320', 'cn_009': '32', 'co_000': 'na', 'cp_000': 'na', 'cq_000': '46928678', 'cr_000': 'na', 'cs_000': '44018', 'cs_001': '7646', 'cs_002': '3005974', 'cs_003': '2626958', 'cs_004': '22675436', 'cs_005': '24722062', 'cs_006': '269506', 'cs_007': '2', 'cs_008': '0', 'cs_009': '0', 'ct_000': '2568', 'cu_000': '9484', 'cv_000': '11671410', 'cx_000': '3283150', 'cy_000': '282', 'cz_000': '2846', 'da_000': '0', 'db_000': '0', 'dc_000': '12020128', 'dd_000': 'na', 'de_000': 'na', 'df_000': 'na', 'dg_000': 'na', 'dh_000': 'na', 'di_000': 'na', 'dj_000': 'na', 'dk_000': 'na', 'dl_000': 'na', 'dm_000': 'na', 'dn_000': '382508', 'do_000': 'na', 'dp_000': 'na', 'dq_000': 'na', 'dr_000': 'na', 'ds_000': 'na', 'dt_000': 'na', 'du_000': 'na', 'dv_000': 'na', 'dx_000': 'na', 'dy_000': 'na', 'dz_000': 'na', 'ea_000': 'na', 'eb_000': 'na', 'ec_00': 'na', 'ed_000': 'na', 'ee_000': 'na', 'ee_001': 'na', 'ee_002': 'na', 'ee_003': 'na', 'ee_004': 'na', 'ee_005': 'na', 'ee_006': 'na', 'ee_007': 'na', 'ee_008': 'na', 'ee_009': 'na', 'ef_000': 'na', 'eg_000': 'na'}
[2023-04-01 06:57:47,256]^;INFO^;64^;json_producer.py^;delivery_report()^;User record b'1271d123-ae2a-494c-8619-2034962b5eb1' successfully produced to kafka-sensor-topic [3] at offset 0
[2023-04-01 06:57:47,263]^;INFO^;84^;json_producer.py^;product_data_using_file()^;Topic: kafka-sensor-topic file_path:{'class': 'pos', 'aa_000': '695994', 'ab_000': 'na', 'ac_000': 'na', 'ad_000': 'na', 'ae_000': 'na', 'af_000': 'na', 'ag_000': '0', 'ag_001': '0', 'ag_002': '0', 'ag_003': '55620', 'ag_004': '1190014', 'ag_005': '2406704', 'ag_006': '2654968', 'ag_007': '190640', 'ag_008': '6104', 'ag_009': '0', 'ah_000': '30746644', 'ai_000': '154572', 'aj_000': '402', 'ak_000': 'na', 'al_000': '248428', 'am_0': '488246', 'an_000': '64433246', 'ao_000': '53994294', 'ap_000': '20596998', 'aq_000': '10304200', 'ar_000': 'na', 'as_000': '0', 'at_000': '185644', 'au_000': '0', 'av_000': 'na', 'ax_000': 'na', 'ay_000': '1769754', 'ay_001': '740312', 'ay_002': '476838', 'ay_003': '174168', 'ay_004': '133332', 'ay_005': '131930', 'ay_006': '181448', 'ay_007': '2539358', 'ay_008': '356910', 'ay_009': '0', 'az_000': '7328', 'az_001': '4408', 'az_002': '7264', 'az_003': '121698', 'az_004': '5067472', 'az_005': '1281252', 'az_006': '14628', 'az_007': '0', 'az_008': '0', 'az_009': '0', 'ba_000': '3262426', 'ba_001': '1210306', 'ba_002': '559028', 'ba_003': '414950', 'ba_004': '388106', 'ba_005': '362616', 'ba_006': '232360', 'ba_007': '73554', 'ba_008': '704', 'ba_009': '0', 'bb_000': '85291506', 'bc_000': 'na', 'bd_000': 'na', 'be_000': 'na', 'bf_000': 'na', 'bg_000': '30746644', 'bh_000': '1026298', 'bi_000': '8748078', 'bj_000': '11823802', 'bk_000': '319980', 'bl_000': '347260', 'bm_000': '326760', 'bn_000': '342440', 'bo_000': '289980', 'bp_000': '277580', 'bq_000': '288080', 'br_000': '265480', 'bs_000': '104560', 'bt_000': '695993.19', 'bu_000': 'na', 'bv_000': 'na', 'bx_000': '6608430', 'by_000': '31203', 'bz_000': 'na', 'ca_000': 'na', 'cb_000': '456420', 'cc_000': '6504050', 'cd_000': '1209600', 'ce_000': 'na', 'cf_000': 'na', 'cg_000': 'na', 'ch_000': 'na', 'ci_000': '69538630.08', 'cj_000': '0.0', 'ck_000': '13983552.0', 'cl_000': '18944', 'cm_000': 'na', 'cn_000': '0', 'cn_001': '0', 'cn_002': '74516', 'cn_003': '1113542', 'cn_004': '3627196', 'cn_005': '1523946', 'cn_006': '138200', 'cn_007': '23354', 'cn_008': '3282', 'cn_009': '14', 'co_000': 'na', 'cp_000': 'na', 'cq_000': 'na', 'cr_000': 'na', 'cs_000': '6230', 'cs_001': '26952', 'cs_002': '809876', 'cs_003': '482260', 'cs_004': '2464090', 'cs_005': '2637700', 'cs_006': '76932', 'cs_007': '10', 'cs_008': '0', 'cs_009': '0', 'ct_000': 'na', 'cu_000': 'na', 'cv_000': 'na', 'cx_000': 'na', 'cy_000': 'na', 'cz_000': 'na', 'da_000': 'na', 'db_000': 'na', 'dc_000': 'na', 'dd_000': 'na', 'de_000': 'na', 'df_000': 'na', 'dg_000': 'na', 'dh_000': 'na', 'di_000': 'na', 'dj_000': 'na', 'dk_000': 'na', 'dl_000': 'na', 'dm_000': 'na', 'dn_000': 'na', 'do_000': 'na', 'dp_000': 'na', 'dq_000': 'na', 'dr_000': 'na', 'ds_000': 'na', 'dt_000': 'na', 'du_000': 'na', 'dv_000': 'na', 'dx_000': 'na', 'dy_000': 'na', 'dz_000': 'na', 'ea_000': 'na', 'eb_000': 'na', 'ec_00': '0.1', 'ed_000': '0', 'ee_000': '1073478', 'ee_001': '3141688', 'ee_002': '1397742', 'ee_003': '495544', 'ee_004': '361646', 'ee_005': '28610', 'ee_006': '5130', 'ee_007': '212', 'ee_008': '0', 'ee_009': '0', 'ef_000': 'na', 'eg_000': 'na'}
[2023-04-01 06:57:47,605]^;INFO^;64^;json_producer.py^;delivery_report()^;User record b'4b222d6a-7eff-4941-8515-dc4410f249a0' successfully produced to kafka-sensor-topic [0] at offset 1
